Transaction ID,Customer ID,Product Segment,Region Assignment,Sales Channel,Units Demanded,Unit Price USD,Discount Decimal,Tax Rate,Shipping Fee,Order Open Date,Order Close Date,Customer Age,Lead Source,Priority Status,Warehouse Code,Return Requested,Manager Review,Ghost Column A,Ghost Column B
TXN-10411,CUST-1313,Wireless Head-phones,south,online,6,1142.57,0.26,0.08,23.87,2025-01-02,2025-01-07,-,NA,Medium,WH-4,NULL,Pending,NA,NULL
TXN-10412,CUST-1027,Wireless Headphones,south,online,10,1143.2,0.19,0.08,8.66,2025-03-08,2025-03-14,73,Social Media,Medium,WH-5,NULL,Rejected,-,NULL
TXN-10413,CUST-1462,Smart Watch v2,NORTH,RETAIL,9,709.45,0.17,0.08,30.03,2025-02-26,2025-02-27,59,Referral,Low,WH-2,False,Pending,NULL,NA
TXN-10414,CUST-1175,Wireless Head-phones,South,online,9,776.61,0.19,0.08,27.02,2025-03-09,2025-03-17,24,Web Search,High,WH-2,False,Approved,NULL,NULL
TXN-10415,CUST-1273,Wireless Head-phones,South,  Online  ,5,565.71,0.06,0.08,21.29,2025-10-29,2025-11-04,34,NA,Low,WH-3,False,Approved,NULL,NULL
TXN-10416,CUST-1398,Wireless Head-phones,North,Retail,8,387.19,0.12,0.08,25.86,2025-05-16,2025-05-30,28,Referral,-,WH-3,False,Rejected,Valid Data,NULL
TXN-10417,CUST-1005,Wireless Headphones,East,Online,5,427.96,0.01,0.08,40.86,2025-09-27,2025-09-30,61,NA,-,WH-4,False,Approved,NA,NA
TXN-10418,CUST-1240,Smart Watch v2,south,Wholesale,7,823.4,0.14,0.08,12.85,2025-09-01,2025-09-13,18,NA,Medium,WH-1,False,Approved,NA,NULL
TXN-10419,CUST-1232,Smart-Phone X,south,Wholesale,7,915.23,0.16,0.08,5.9,2025-09-20,2025-10-05,63,Social Media,-,WH-4,False,Approved,NULL,Active
TXN-10420,CUST-1262,Wireless Headphones,south,RETAIL,1,960.32,0.07,0.08,39.47,2025-09-15,2025-10-05,20,NA,High,WH-4,True,Approved,NULL,NA
TXN-10421,CUST-1463,Smart Watch V2,south,Retail,6,958.06,0.29,0.08,28.08,2025-01-23,2025-02-09,25,Web Search,High,WH-2,NULL,Pending,NA,NULL
TXN-10422,CUST-1240,Smart-Phone X,West,online,10,154.89,0.27,0.08,40.63,2025-06-04,2025-06-05,NULL,Email Campaign,-,WH-1,NULL,Rejected,-,NA
TXN-10423,CUST-1293,Smart Watch V2,NORTH,Online,8,618.58,0.22,0.08,28.88,2025-02-01,2025-02-14,43,Social Media,Urgent,WH-2,NULL,Rejected,NA,NULL
TXN-10424,CUST-1375,Premium Laptop,West,RETAIL,5,116.19,0.16,0.08,37.41,2025-08-07,2025-08-23,54,Referral,Urgent,WH-2,NULL,Pending,-,NULL
TXN-10425,CUST-1169,Tablet Ultra,East ,Wholesale,1,681.96,0.26,0.08,22.19,2025-12-31,2026-01-03,58,NA,Medium,WH-1,False,Rejected,-,NA
TXN-10426,CUST-1215,Smart-Phone X,South,Wholesale,1,557.76,0.04,0.08,34.99,2025-02-11,2025-02-16,45,Referral,Urgent,WH-3,NULL,Pending,-,NULL
TXN-10427,CUST-1180,Premium Laptop,South,  Online  ,2,1070.86,0.24,0.08,41.52,2025-02-03,2025-02-23,37,Social Media,High,WH-3,True,Approved,NULL,NA
TXN-10428,CUST-1491,Tablet Ultra,East,Wholesale,10,453.55,0.04,0.08,27.88,2025-11-21,2025-12-02,41,Web Search,Medium,WH-3,True,Rejected,-,NA
TXN-10429,CUST-1500,Smart-Phone X,South,online,10,184.63,0.24,0.08,12.23,2025-07-15,2025-08-01,61,Email Campaign,Urgent,WH-1,False,Rejected,NA,NA
TXN-10430,CUST-1408,Premium Laptop,North,online,6,214.44,0.08,0.08,15.75,2025-05-31,2025-06-20,40,NA,Urgent,WH-3,False,Approved,NULL,NA
TXN-10431,CUST-1150,Smart Watch V2,West,online,9,925.74,0.26,0.08,12.95,2025-08-09,2025-08-13,45,Referral,High,WH-4,True,Approved,NULL,NULL
TXN-10432,CUST-1148,Wireless Head-phones,West,online,NA,760.95,0.28,0.08,14.87,2025-12-02,2025-12-20,33,Social Media,Low,WH-1,True,Pending,-,Active
TXN-10433,CUST-1085,Smart-Phone X, West,online,6,166.29,0.04,0.08,17.26,2025-04-21,2025-04-29,71,Email Campaign,Low,WH-3,NULL,Rejected,NA,NULL
TXN-10434,CUST-1018,Smart Watch V2,South,Wholesale,1,146.72,0.14,0.08,27.21,2025-07-31,2025-08-15,71,Web Search,High,WH-2,NULL,Rejected,Valid Data,NA
TXN-10435,CUST-1355,Smart Watch v2,South,Online,7,856.11,0.29,0.08,28.52,2025-07-24,2025-07-28,47,Email Campaign,-,WH-1,False,Pending,NA,NA
TXN-10436,CUST-1472,smartphone X,south,Wholesale,9,133.68,0.15,0.08,22.06,2025-06-10,2025-06-19,25,Social Media,Low,WH-5,True,Approved,NA,NULL
TXN-10437,CUST-1305,Smart Watch V2,NORTH,online,9,995.14,0.26,0.08,29.62,2025-07-11,2025-07-27,21,Web Search,Urgent,WH-4,True,Rejected,NULL,Active
TXN-10438,CUST-1383,Premium Laptop, West,  Online  ,1,862.18,0.18,0.08,8.26,2025-02-04,2025-02-07,69,Referral,Medium,WH-5,False,Pending,Valid Data,NA
TXN-10439,CUST-1155,Smart Watch V2,West,Retail,2,143.55,0.11,0.08,8.51,2025-02-17,2025-03-01,25,Email Campaign,Medium,WH-5,True,Pending,-,NA
TXN-10440,CUST-1372,Wireless Headphones,East,Wholesale,3,147.56,0.09,0.08,11.87,2025-03-08,2025-03-27,-,Referral,High,WH-2,NULL,Pending,NA,NA
TXN-10441,CUST-1401,Smart Watch V2,North,  Online  ,6,1184.64,0.06,0.08,25.72,2025-10-15,2025-10-19,65,Email Campaign,Urgent,WH-5,False,Rejected,NULL,NA
TXN-10442,CUST-1288,Smart Watch V2,East,Online,4,480.41,0.23,0.08,13.56,2025-07-30,2025-08-13,53,Social Media,Low,WH-3,NULL,Pending,NA,NA
TXN-10443,CUST-1133,Smart Watch V2,West,Wholesale,10,476.24,0.12,0.08,16.33,2025-01-27,2025-02-16,46,Email Campaign,High,WH-3,NULL,Pending,NA,NULL
TXN-10444,CUST-1031,smartphone X,East ,online,1,25000,0.15,0.08,-850,2025-06-09,2025-06-28,66,Social Media,High,WH-3,False,Approved,NA,Active
TXN-10445,CUST-1322,Smart-Phone X,NORTH,online,NA,1139.34,0.15,0.08,37.47,2025-09-17,2025-10-03,49,Referral,Medium,WH-1,True,Approved,NA,NA
TXN-10446,CUST-1242,smartphone X,south,Retail,2,1183.9,0.17,0.08,5.55,2025-04-25,2025-05-07,51,NA,-,WH-3,False,Pending,NA,NULL
TXN-10447,CUST-1296,Wireless Headphones,south,RETAIL,1,916.38,0.26,0.08,30.98,2025-10-12,2025-10-21,18,Web Search,High,WH-3,NULL,Pending,NA,Active
TXN-10448,CUST-1086,smartphone X, West,Retail,6,482.7,0.29,0.08,31.76,2025-10-21,2025-11-04,69,Web Search,High,WH-5,True,Pending,NA,NA
TXN-10449,CUST-1293,Tablet Ultra,South,RETAIL,7,146.03,0.12,0.08,36.95,2025-10-15,2025-11-04,41,NA,High,WH-5,NULL,Approved,NULL,NA
TXN-10450,CUST-1026,Wireless Head-phones,East ,Retail,6,943.72,0.25,0.08,42.31,2025-11-11,2025-11-29,27,NA,-,WH-2,True,Approved,NULL,NULL
TXN-10451,CUST-1336,Smart-Phone X,South,  Online  ,7,692.16,0.23,0.08,5.81,2025-01-14,2025-01-23,73,Web Search,Medium,WH-1,True,Approved,-,NULL
TXN-10452,CUST-1149,Smart-Phone X, West,Online,NULL,537.86,0.17,0.08,11.15,2025-01-15,2025-01-25,39,Email Campaign,Medium,WH-1,True,Rejected,Valid Data,NA
TXN-10453,CUST-1414,Wireless Head-phones,East ,RETAIL,10,1092.31,0.29,0.08,40.45,2025-06-23,2025-06-29,47,Referral,Low,WH-3,NULL,Pending,-,NULL
TXN-10454,CUST-1377,Tablet Ultra,North,RETAIL,7,177.88,0.06,0.08,23.34,2025-03-15,2025-03-28,50,Referral,Medium,WH-1,True,Approved,NA,NULL
TXN-10455,CUST-1319,Premium Laptop,East,Wholesale,5,616.52,0.03,0.08,27.58,2025-02-05,2025-02-06,46,Social Media,-,WH-3,False,Pending,-,NA
TXN-10456,CUST-1013,Smart-Phone X,NORTH,Retail,5,63.06,0.26,0.08,31.52,2025-02-16,2025-02-23,21,Email Campaign,-,WH-4,True,Pending,-,NULL
TXN-10457,CUST-1146,Smart Watch v2,East,RETAIL,1,588.96,0.13,0.08,32.16,2025-07-12,2025-07-23,32,Email Campaign,Medium,WH-1,NULL,Rejected,NULL,NA
TXN-10458,CUST-1248,smartphone X,NORTH,RETAIL,7,25000,0.25,0.08,-850,2025-03-22,2025-04-02,21,Referral,Medium,WH-1,NULL,Pending,NA,NA
TXN-10459,CUST-1042,Tablet Ultra,North,Online,4,186.64,0.27,0.08,44.88,2025-10-18,2025-10-20,36,Referral,Medium,WH-2,True,Approved,-,NA
TXN-10460,CUST-1064,Smart Watch V2,North,  Online  ,8,185.16,0.02,0.08,33.81,2025-03-21,2025-04-10,51,Web Search,Low,WH-2,False,Rejected,NULL,NA
TXN-10461,CUST-1258,smartphone X,West,Online,1,796.59,0.27,0.08,16.49,2025-01-26,2025-02-04,49,Referral,Urgent,WH-3,True,Rejected,Valid Data,NA
TXN-10462,CUST-1039,Wireless Headphones,East ,online,7,907.95,0.13,0.08,40.19,2025-08-15,2025-08-31,69,Referral,High,WH-1,False,Pending,NA,NA
TXN-10463,CUST-1435,Premium Laptop, West,Online,NA,720.87,0.15,0.08,6.97,2025-11-07,2025-11-16,25,Referral,High,WH-2,NULL,Pending,NA,Active
TXN-10464,CUST-1401,Wireless Head-phones,South,  Online  ,4,1156.5,0.19,0.08,14.24,2025-04-21,2025-04-25,19,Social Media,-,WH-4,False,Rejected,Valid Data,NULL
TXN-10465,CUST-1142,smartphone X,East,Wholesale,2,481.1,0.28,0.08,40.9,2025-06-26,2025-07-06,NULL,NA,Medium,WH-5,False,Rejected,NA,NULL
TXN-10466,CUST-1129,Smart Watch v2, West,Wholesale,8,378.57,0.01,0.08,15.25,2025-12-14,2025-12-30,52,Referral,Urgent,WH-4,NULL,Pending,NA,NULL
TXN-10467,CUST-1067,Wireless Headphones,East ,RETAIL,9,1048.89,0.14,0.08,13.83,2025-09-27,2025-09-29,61,NA,High,WH-1,True,Rejected,-,NULL
TXN-10468,CUST-1315,smartphone X,East ,Online,5,307.14,0.21,0.08,10.53,2025-04-23,2025-05-13,45,Web Search,High,WH-3,False,Rejected,Valid Data,NULL
TXN-10469,CUST-1143,Wireless Headphones,East ,  Online  ,7,1157.71,0.22,0.08,39.36,2025-01-29,2025-01-24,56,Email Campaign,Urgent,WH-4,True,Rejected,NA,NULL
TXN-10470,CUST-1140,Smart-Phone X,NORTH,Online,5,63.98,0.21,0.08,25,2025-04-19,2025-04-28,19,Social Media,High,WH-5,True,Approved,-,NULL
TXN-10471,CUST-1439,Premium Laptop,West,RETAIL,10,1165.36,0.04,0.08,32,2025-05-29,2025-05-30,53,Social Media,-,WH-5,False,Approved,-,NULL
TXN-10472,CUST-1131,smartphone X,East,Retail,2,99.63,0.09,0.08,14.56,2025-09-12,2025-09-18,-,Referral,Medium,WH-1,False,Approved,NULL,NULL
TXN-10473,CUST-1007,Smart Watch V2,North,Wholesale,4,1074.81,0.11,0.08,35.32,2025-03-08,2025-03-16,69,Social Media,Urgent,WH-1,NULL,Rejected,Valid Data,NULL
TXN-10474,CUST-1379,Smart Watch V2,East,RETAIL,9,656.86,0.24,0.08,35.4,2025-09-14,2025-09-26,30,NA,Urgent,WH-5,NULL,Approved,Valid Data,NULL
TXN-10475,CUST-1057,Smart Watch V2,West,Retail,4,1191.91,0.08,0.08,17.5,2025-02-06,2025-02-08,28,NA,High,WH-4,True,Rejected,NULL,NA
TXN-10476,CUST-1309,Wireless Head-phones,North,Retail,1,134.87,0.06,0.08,21.43,2025-08-12,2025-08-15,46,NA,Low,WH-4,True,Approved,-,NULL
TXN-10477,CUST-1089,Premium Laptop, West,RETAIL,2,686.93,0.29,0.08,13.39,2025-06-10,2025-06-29,71,Email Campaign,Urgent,WH-5,False,Approved,NULL,NA
TXN-10478,CUST-1465,Wireless Headphones,NORTH,online,1,1164.7,0,0.08,44.06,2025-07-27,2025-08-10,43,Referral,Low,WH-4,True,Approved,NA,NULL
TXN-10479,CUST-1302,Premium Laptop,NORTH,  Online  ,3,651.56,0.3,0.08,30.82,2025-05-29,2025-05-30,27,Referral,Urgent,WH-5,NULL,Pending,Valid Data,NA
TXN-10480,CUST-1378,Smart Watch V2,West,Retail,2,773.81,0.2,0.08,42.38,2025-06-16,2025-07-06,55,Email Campaign,High,WH-1,NULL,Pending,NA,NA
TXN-10481,CUST-1077,Wireless Headphones,NORTH,Wholesale,10,850.11,0.25,0.08,17.14,2025-08-24,2025-09-05,33,Email Campaign,Urgent,WH-2,True,Rejected,-,NA
TXN-10482,CUST-1337,Smart-Phone X,NORTH,Retail,3,572.72,0.09,0.08,36.28,2025-02-15,2025-02-19,62,Web Search,High,WH-2,True,Pending,NA,NA
TXN-10483,CUST-1228,Tablet Ultra,South,Wholesale,1,771.69,0,0.08,35.63,2025-05-05,2025-05-18,19,NA,Urgent,WH-3,True,Approved,Valid Data,NULL
TXN-10484,CUST-1189,Premium Laptop,East,Wholesale,9,721.96,0.22,0.08,32.67,2025-09-26,2025-10-06,NULL,NA,Urgent,WH-3,False,Pending,NA,NA
TXN-10485,CUST-1413,Wireless Head-phones,West,online,4,1086.33,0.25,0.08,43.63,2025-06-23,2025-06-29,45,NA,Medium,WH-3,NULL,Rejected,NULL,NULL
TXN-10486,CUST-1089,Wireless Headphones,North,Retail,6,102.26,0.22,0.08,20.74,2025-02-09,2025-02-13,39,NA,Urgent,WH-4,True,Rejected,NULL,NA
TXN-10487,CUST-1133,Premium Laptop,West,RETAIL,NULL,373.11,0.04,0.08,10.23,2025-09-29,2025-10-11,19,Web Search,Low,WH-5,False,Approved,NA,NULL
TXN-10488,CUST-1400,smartphone X,NORTH,  Online  ,6,1142.97,0.23,0.08,31.87,2025-06-29,2025-07-04,68,Web Search,Medium,WH-3,True,Pending,-,NULL
TXN-10489,CUST-1358,Smart Watch v2,North,Retail,5,1073.8,0.23,0.08,34.17,2025-05-01,2025-05-10,46,Web Search,-,WH-3,True,Approved,-,NULL
TXN-10490,CUST-1120,smartphone X,East,Online,6,574.01,0.2,0.08,28,2025-04-12,2025-04-17,60,Web Search,Low,WH-4,NULL,Approved,NULL,NULL
TXN-10491,CUST-1248,Smart Watch v2,NORTH,Online,1,763.15,0.23,0.08,13.27,2025-12-02,2025-12-18,34,NA,High,WH-4,True,Pending,NA,NA
TXN-10492,CUST-1092,Wireless Head-phones,East,Online,3,368.99,0.25,0.08,25.18,2025-08-26,2025-09-14,NULL,NA,High,WH-5,True,Pending,NA,NULL
TXN-10493,CUST-1409,Smart-Phone X,NORTH,RETAIL,9,266.34,0.18,0.08,17.49,2025-08-18,2025-09-06,52,NA,-,WH-3,False,Pending,NULL,NULL
TXN-10494,CUST-1270,Tablet Ultra,North,Online,3,583.25,0.03,0.08,22.1,2025-11-26,2025-12-16,53,Email Campaign,Low,WH-1,False,Pending,NULL,NA
TXN-10495,CUST-1441,Smart Watch v2,West,RETAIL,6,456.36,0.15,0.08,30.81,2025-06-15,2025-06-26,63,Referral,Medium,WH-2,NULL,Pending,-,NULL
TXN-10496,CUST-1016,smartphone X,West,online,8,721.2,0.02,0.08,34.81,2025-03-19,2025-04-04,62,Social Media,Urgent,WH-4,NULL,Pending,NULL,NA
TXN-10497,CUST-1175,Premium Laptop,South,online,NA,139.39,0.12,0.08,14.29,2025-08-15,2025-08-24,58,NA,Medium,WH-4,NULL,Pending,NULL,NA
TXN-10498,CUST-1043,Tablet Ultra,North,Online,4,1170.55,0.12,0.08,21.21,2025-10-30,2025-11-16,54,Web Search,Medium,WH-3,True,Approved,NULL,NULL
TXN-10499,CUST-1495,Smart-Phone X,south,Retail,5,1184.14,0.02,0.08,15.77,2025-02-07,2025-02-22,-,NA,Low,WH-1,NULL,Rejected,Valid Data,NA
TXN-10500,CUST-1074,Smart Watch v2,south,Wholesale,3,852.89,0.1,0.08,12.95,2025-01-20,2025-01-30,63,Social Media,Urgent,WH-1,False,Pending,-,NA
TXN-10501,CUST-1304,Smart Watch v2,south,Wholesale,6,666.51,0.03,0.08,36.34,2025-02-09,2025-02-12,68,Email Campaign,High,WH-4,False,Approved,NULL,NA
TXN-10502,CUST-1478,Wireless Head-phones,South,Online,2,405.96,0.24,0.08,41.37,2025-11-11,2025-11-24,34,Social Media,Urgent,WH-2,False,Pending,-,NA
TXN-10503,CUST-1420,Smart-Phone X,NORTH,Retail,9,985.86,0.28,0.08,19.81,2025-08-25,2025-08-27,50,Web Search,Urgent,WH-2,NULL,Approved,-,NULL
TXN-10504,CUST-1078,smartphone X,East,  Online  ,999,837.44,0.02,0.08,35.05,2025-08-19,2025-09-07,NULL,Web Search,Medium,WH-5,False,Pending,NA,NA
TXN-10505,CUST-1428,Wireless Head-phones,East ,  Online  ,6,237.01,0.29,0.08,40.88,2025-11-30,2025-12-20,56,NA,Medium,WH-3,NULL,Pending,NULL,NULL
TXN-10506,CUST-1253,Smart Watch V2,NORTH,Retail,3,1097.57,0.16,0.08,38.84,2025-09-01,2025-09-03,43,NA,High,WH-4,True,Rejected,NULL,NA
TXN-10507,CUST-1385,Smart Watch v2,south,Online,4,995.92,0.09,0.08,12.31,2025-08-19,2025-08-30,51,Referral,Medium,WH-2,True,Pending,NA,NULL
TXN-10508,CUST-1211,Wireless Head-phones,North,Wholesale,NULL,1142.27,0.02,0.08,43.25,2026-01-01,2026-01-07,58,NA,Medium,WH-4,False,Rejected,-,NULL
TXN-10509,CUST-1394,Smart-Phone X,North,  Online  ,7,884.58,0.15,0.08,20.07,2025-01-21,2025-02-05,22,Email Campaign,Urgent,WH-5,False,Approved,-,NULL
TXN-10510,CUST-1196,Wireless Headphones,south,Online,2,755.43,0.24,0.08,18.57,2025-08-13,2025-09-02,55,Email Campaign,High,WH-2,NULL,Rejected,-,Active
TXN-10511,CUST-1121,smartphone X,West,online,1,530.98,0.21,0.08,7.5,2025-03-23,2025-04-02,25,Social Media,High,WH-1,NULL,Rejected,-,NULL
TXN-10512,CUST-1338,Wireless Headphones,NORTH,  Online  ,2,1122.64,0.02,0.08,24.45,2025-07-18,2025-07-29,42,Email Campaign,-,WH-3,NULL,Rejected,NULL,NA
TXN-10513,CUST-1225,Tablet Ultra,East,online,NA,1045.97,0.02,0.08,9.36,2025-12-14,2025-12-25,65,Referral,Low,WH-5,True,Rejected,NULL,NULL
TXN-10514,CUST-1371,Smart Watch V2,NORTH,Retail,7,102,0.12,0.08,14.94,2025-02-03,2025-02-21,44,Email Campaign,Low,WH-4,False,Pending,NULL,NA
TXN-10515,CUST-1326,Smart Watch V2,North,  Online  ,10,80.32,0.09,0.08,17.68,2025-12-14,2025-12-23,24,NA,High,WH-3,False,Pending,Valid Data,NULL
TXN-10516,CUST-1085,Smart Watch v2,South,Wholesale,4,482.93,0.07,0.08,37.35,2025-12-03,2025-12-23,49,NA,Urgent,WH-4,True,Pending,NA,NA
TXN-10517,CUST-1107,Smart Watch V2,East ,Online,10,982.14,0.08,0.08,40.02,2025-03-18,2025-04-06,21,Email Campaign,Low,WH-2,NULL,Pending,-,NULL
TXN-10518,CUST-1295,Wireless Head-phones,NORTH,Online,8,1185.37,0.24,0.08,17.1,2025-12-06,2025-12-18,54,NA,Medium,WH-5,True,Pending,-,NULL
TXN-10519,CUST-1375,Smart Watch v2,West,Online,3,222.98,0.28,0.08,39.35,2025-06-08,2025-06-21,32,NA,Medium,WH-2,True,Rejected,NA,NULL
TXN-10520,CUST-1431,smartphone X, West,RETAIL,6,733.25,0.12,0.08,39.29,2025-03-08,2025-03-11,66,Referral,High,WH-4,False,Pending,-,NA
TXN-10521,CUST-1176,Smart Watch v2,West,  Online  ,5,488.02,0.27,0.08,35.59,2025-06-08,2025-06-19,29,NA,Urgent,WH-2,NULL,Rejected,NULL,NA
TXN-10522,CUST-1027,Wireless Headphones,south,  Online  ,3,1165.4,0.1,0.08,10.87,2025-03-07,2025-03-24,62,Email Campaign,Low,WH-1,False,Pending,Valid Data,NULL
TXN-10523,CUST-1328,Smart-Phone X,NORTH,  Online  ,7,1018.44,0.14,0.08,32.61,2025-02-17,2025-03-03,60,Referral,Low,WH-5,False,Rejected,NULL,NULL
TXN-10524,CUST-1135,Smart Watch v2,West,online,3,1014.08,0.07,0.08,42.8,2025-09-18,2025-09-30,36,Social Media,Low,WH-4,NULL,Approved,-,NULL
TXN-10525,CUST-1386,Smart Watch v2,East ,Online,1,589,0.19,0.08,32.3,2025-06-08,2025-06-15,25,NA,High,WH-5,True,Pending,NULL,NULL
TXN-10526,CUST-1419,smartphone X,East,Online,5,527.04,0.29,0.08,18.26,2025-06-24,2025-07-10,46,Email Campaign,Medium,WH-2,False,Rejected,Valid Data,NULL
TXN-10527,CUST-1059,Premium Laptop, West,  Online  ,8,364.42,0.18,0.08,25.02,2025-04-09,2025-04-14,22,Referral,Urgent,WH-1,False,Rejected,-,NA
TXN-10528,CUST-1026,Wireless Headphones,West,RETAIL,9,114.83,0.11,0.08,30.83,2025-03-21,2025-03-25,34,Email Campaign,Medium,WH-2,True,Pending,NULL,NULL
TXN-10529,CUST-1085,Smart Watch V2,East ,RETAIL,7,1044.43,0.19,0.08,25.42,2025-09-17,2025-10-04,45,NA,Urgent,WH-5,NULL,Approved,-,NA
TXN-10530,CUST-1237,Tablet Ultra,south,Retail,6,984.84,0.04,0.08,9.8,2025-01-20,2025-02-09,60,Email Campaign,Urgent,WH-1,NULL,Rejected,NULL,Active
TXN-10531,CUST-1204,Smart-Phone X,East,Online,7,1199.68,0.27,0.08,17.48,2025-03-09,2025-03-14,31,NA,Urgent,WH-3,False,Pending,Valid Data,Active
TXN-10532,CUST-1243,Smart Watch V2, West,  Online  ,7,1196.13,0.15,0.08,37.1,2025-03-25,2025-04-14,50,Social Media,-,WH-5,NULL,Approved,NA,NA
TXN-10533,CUST-1154,smartphone X,South,RETAIL,8,688.75,0.13,0.08,39.46,2025-03-26,2025-03-28,75,NA,Low,WH-3,False,Pending,-,NA
TXN-10534,CUST-1243,Wireless Head-phones, West,online,7,934.34,0.18,0.08,10.49,2025-07-30,2025-08-07,28,Web Search,Urgent,WH-3,False,Rejected,-,NULL
TXN-10535,CUST-1382,Smart Watch V2,East,Retail,6,1136.48,0.19,0.08,43.1,2025-08-16,2025-08-31,44,NA,Urgent,WH-2,NULL,Pending,-,NULL
TXN-10536,CUST-1485,Smart Watch v2, West,RETAIL,7,1027.09,0.02,0.08,18.15,2025-04-30,2025-05-10,28,Web Search,High,WH-2,True,Pending,Valid Data,Active
TXN-10537,CUST-1385,smartphone X,East,Wholesale,9,334.45,0.2,0.08,31.49,2025-08-29,2025-09-05,60,Social Media,Urgent,WH-2,True,Approved,NA,NA
TXN-10538,CUST-1472,Smart Watch V2,East,Wholesale,4,568.13,0.07,0.08,35.07,2025-07-08,2025-07-27,NULL,Social Media,Medium,WH-2,True,Approved,NULL,NULL
TXN-10539,CUST-1272,Wireless Head-phones,West,online,10,198.53,0.21,0.08,37.48,2025-08-14,2025-08-24,75,Web Search,Low,WH-3,True,Pending,NULL,NA
TXN-10540,CUST-1119,Smart-Phone X, West,RETAIL,10,1147.16,0.25,0.08,42.83,2025-07-15,2025-07-29,69,Referral,-,WH-1,True,Pending,NULL,Active
TXN-10541,CUST-1194,Smart-Phone X,East,  Online  ,8,747.1,0.24,0.08,17.52,2025-03-24,2025-04-13,41,NA,Low,WH-4,False,Pending,-,NA
TXN-10542,CUST-1349,Wireless Head-phones,NORTH,Online,7,312.94,0.17,0.08,39.34,2025-03-12,2025-03-14,66,Referral,Medium,WH-3,NULL,Pending,NA,NA
TXN-10543,CUST-1361,Tablet Ultra,North,Wholesale,5,822.46,0.16,0.08,10.27,2025-11-25,2025-12-07,50,NA,-,WH-1,True,Rejected,Valid Data,NULL
TXN-10544,CUST-1199,Smart Watch v2,NORTH,Wholesale,3,760.85,0.04,0.08,33.2,2025-10-11,2025-10-28,74,NA,High,WH-5,NULL,Pending,NULL,NA
TXN-10545,CUST-1242,Wireless Head-phones,East,online,9,461.89,0.23,0.08,34.68,2025-03-05,2025-03-11,55,Web Search,Low,WH-3,False,Pending,-,Active
TXN-10546,CUST-1134,Premium Laptop,East,Retail,5,180.59,0.08,0.08,32.11,2025-05-20,2025-06-06,27,Social Media,Urgent,WH-3,False,Approved,-,NULL
TXN-10547,CUST-1074,smartphone X,East ,Online,10,822.31,0.15,0.08,15.09,2025-03-17,2025-03-20,23,Email Campaign,High,WH-5,False,Pending,-,NA
TXN-10548,CUST-1271,Premium Laptop,West,Wholesale,4,648.35,0.09,0.08,39.92,2025-04-24,2025-05-06,19,NA,Urgent,WH-2,True,Approved,-,Active
TXN-10549,CUST-1445,smartphone X,South,  Online  ,9,938.17,0.04,0.08,11.75,2025-01-14,2025-01-27,52,NA,Low,WH-5,NULL,Approved,NULL,NA
TXN-10550,CUST-1222,Smart Watch v2,East,RETAIL,7,648.19,0.19,0.08,7.15,2025-09-15,2025-09-28,55,Social Media,Low,WH-4,True,Pending,NA,NULL
TXN-10551,CUST-1006,Smart Watch v2,South,online,7,1030.01,0.02,0.08,33.7,2025-02-11,2025-02-12,60,NA,High,WH-4,False,Pending,NA,NULL
TXN-10552,CUST-1147,smartphone X,East ,online,8,684.69,0.22,0.08,24.02,2025-06-13,2025-06-24,70,Referral,-,WH-1,False,Pending,NULL,NULL
TXN-10553,CUST-1474,Smart Watch V2,West,Wholesale,NULL,695.08,0.1,0.08,38.96,2025-03-16,2025-03-26,22,Web Search,-,WH-4,NULL,Pending,NA,NULL
TXN-10554,CUST-1408,Wireless Head-phones, West,online,3,1058.15,0,0.08,20.34,2025-08-30,2025-09-04,43,Referral,Urgent,WH-2,False,Approved,Valid Data,NULL
TXN-10555,CUST-1229,Wireless Headphones,East ,Online,10,514.01,0.15,0.08,11.73,2025-12-28,2026-01-17,37,Web Search,High,WH-3,False,Pending,-,NULL
TXN-10556,CUST-1195,Wireless Head-phones,South,Retail,7,204.12,0.01,0.08,38.46,2025-01-03,2025-01-04,28,Email Campaign,High,WH-3,NULL,Rejected,NULL,NA
TXN-10557,CUST-1347,smartphone X,East,online,4,83.1,0.08,0.08,26.96,2025-05-12,2025-05-17,46,NA,Urgent,WH-4,True,Pending,-,NULL
TXN-10558,CUST-1161,Premium Laptop,North,RETAIL,6,918.41,0.21,0.08,12.57,2025-10-08,2025-10-28,74,NA,-,WH-4,NULL,Pending,NULL,NA
TXN-10559,CUST-1492,smartphone X,South,Wholesale,3,763.36,0.02,0.08,33.82,2025-09-28,2025-10-08,50,Email Campaign,-,WH-3,False,Approved,Valid Data,NA
TXN-10560,CUST-1271,Smart Watch V2,East ,online,8,859.69,0.25,0.08,25.44,2025-05-02,2025-05-04,32,Email Campaign,-,WH-4,NULL,Pending,NULL,NA
TXN-10561,CUST-1349,Smart-Phone X,East ,Wholesale,10,294.91,0,0.08,29.17,2025-05-03,2025-05-23,46,Email Campaign,Medium,WH-2,True,Approved,NA,NA
TXN-10562,CUST-1489,Smart-Phone X,North,  Online  ,1,206.83,0.07,0.08,23.44,2025-08-23,2025-09-08,41,Web Search,Medium,WH-1,False,Approved,-,NA
TXN-10563,CUST-1021,Smart Watch v2,South,RETAIL,2,66.73,0.22,0.08,38.15,2025-11-02,2025-11-19,18,Email Campaign,Low,WH-3,True,Pending,NULL,NULL
